number,kind,title,category,evidence,linked_fix_prs,status
19330,PR,test(coderd/database): use seperate context for subtests to fix flake,database/transactions/migrations,test(coderd/database): use seperate context for subtests to fix flake Fixes flakes like https://github.com/coder/coder/actions/runs/16927282256/job/47965470039 https://coder.com/blog/go-testing-contexts-and-t-parallel ...I'm going to take a stab at turning this into a lint rule. I think it's possible by just reading the AST? test(coderd/database): use seperate context for subtests to fix flake Fixes flakes like https…,#19330,closed; merged
19366,PR,chore: fix storybook flakes,browser/e2e/playwright,chore: fix storybook flakes Close https://github.com/coder/coder/issues/19365 chore: fix storybook flakes Close https://github.com/coder/coder/issues/19365 chore: fix storybook flakes Close https://github.com/coder/coder/issues/19365 site/src/components/ActiveUserChart/ActiveUserChart.stories.tsx site/src/modules/workspaces/generateWorkspaceName.ts site/src/pages/WorkspaceSettingsPage/WorkspaceSchedulePage/WorkspaceS…,#19366,closed; merged
19398,PR,fix: fix flakes in TestWorkspaceAutobuild due to incorrect tick time,workspace/agent lifecycle,"fix: fix flakes in TestWorkspaceAutobuild due to incorrect tick time cc @deansheather we missed these in the previous PR, we find `tickTime2` and pass it to the `tickCh`, but we were incorrectly passing `tickTime` to `UpdateProvisionerLastSeenAt` in some places fix: fix flakes in TestWorkspaceAutobuild due to incorrect tick time cc @deansheather we missed these in the previous PR, we find `tickTime2` and pass it to t…",#19398,closed; merged
19407,PR,fix: resolve `TestAPI/Error/DuringInjection` flake,workspace/agent lifecycle,…ingInjection` flake Resolves https://github.com/coder/internal/issues/905 agent/agentcontainers/api_test.go,#19407,closed; merged
19417,PR,fix: fix more `TestWorkspaceAutobuild` flakes,workspace/agent lifecycle,fix: fix more `TestWorkspaceAutobuild` flakes made these commits yesterday but apparently I forgot to push so they got missed in https://github.com/coder/coder/pull/19398 fix: fix more `TestWorkspaceAutobuild` flakes made these commits yesterday but apparently I forgot to push so they got missed in https://github.com/coder/coder/pull/19398 fix: fix more `TestWorkspaceAutobuild` flakes made these commits yesterday but…,#19417,closed; merged
19450,PR,fix: fix flake due to two time.Now() calls,timing/eventual consistency,"fix: fix flake due to two time.Now() calls fixes https://github.com/coder/internal/issues/559 This test is looking to see that after calling `coder schedule extend <workspace> 10h`, the scheduled stop time of the workspace is updated appropriately (or at least that the information printed to the terminal indicates that). By using two `time.Now()` calls for the current time and the expected time, there was the possibi…",#19450,closed; merged
19456,PR,[WIP] fix: test multiple lifecycle executors flake,concurrency/race,"…tomic. I'm not exactly sure if this is the right fix yet. Theory: You can hit a race condition where the lifecycle executor takes a lock on the workspace, but it's only scoped to prevent multiple lifecycle executors from operating on the workspace at the same time: `ok, err := tx.TryAcquireLock(e.ctx, database.GenLoc [WIP] fix: test multiple lifecycle executors flake Work in progress! fixes https://github.com/coder/i…",,closed; not_merged
19469,PR,chore: fix TestCheckInactiveUsers flake,workspace/agent lifecycle,…BY A HUMAN. Use a fixed time interval to avoid timing flakes. enterprise/coderd/dormancy/dormantusersjob.go enterprise/coderd/dormancy/dormantusersjob_test.go,#19469,closed; merged
19478,PR,fix: fix flake in TestExecutorAutostartSkipsWhenNoProvisionersAvailable,timing/eventual consistency,…enNoProvisionersAvailable The flake here had two causes: 1. related to usage of time.Now() in MustWaitForProvisionersAvailable and 2. the fact that UpdateProvisionerLastSeenAt can not use a time that is further in the past than the current LastSeenAt time Previously the test here was calling `coderdtest.MustWaitForProvisionersAvailable` which was using `time.Now` rather than the next tick time like the real `hasProvi…,#19478,closed; merged
19494,PR,chore: add flake detection on prs,database/transactions/migrations,"…un JSON artifact. Includes permissions, concurrency, hardened runner usage, and Postgres startup. | | **Tests: Random failure injection**<br>`cli/agent_test.go` | Introduces a 10% probabilistic `t.Fatal(""Random test failure for testing purposes"")` in the `TestWorkspaceAgent` LogDirectory subtest and imports `math/rand` to simulate nondeterministic failures. | ## Sequence Diagram(s) ```mermaid sequenceDiagram autonumb…",,closed; not_merged
19522,PR,fix: fix flake in TestPatchCancelWorkspaceBuild/User_is_allowed_to_cancel ,workspace/agent lifecycle,fix: fix flake in TestPatchCancelWorkspaceBuild/User_is_allowed_to_cancel Fixes: https://github.com/coder/internal/issues/885 fix: fix flake in TestPatchCancelWorkspaceBuild/User_is_allowed_to_cancel Fixes: https://github.com/coder/internal/issues/885 fix: fix flake in TestPatchCancelWorkspaceBuild/User_is_allowed_to_cancel Fixes: https://github.com/coder/internal/issues/885 coderd/workspacebuilds_test.go,#19522,closed; merged
19568,PR,fix(coderd): fix devcontainer mock recreate flaky test,concurrency/race,"…, but my underlying assumption from reading the logs we have is that there is a race condition where the test will begin cleanup before the dev container recreation goroutine has a chance to call `devcontainer up`. I've refactored the test slightly and made it so that the test will not finish until either the context has timed out, or `Up` has been called. fix(coderd): fix devcontainer mock recreate flaky test Fix ht…",#19568,closed; merged
19649,PR,"fix: fix TestExecutorAutostartSkipsWhenNoProvisionersAvailable flake, part 2",timing/eventual consistency,…4#issuecomment-3237154735 The cause appears to be related to the assignment of `time.Now()` as the `LastSeenAt` time when creating a provisioner which can flake with the calculated scheduled next autostart and the code to set then `require.Eventually` the updated provisioner LastSeenAt. Instead we should simply calculate all time values for the stale portion of the test based on the provisioners LastSeenAt value fix:…,#19649,closed; merged
19654,PR,"test: fix flake, TestLabelsAggregation update & collect timing",timing/eventual consistency,"test: fix flake, TestLabelsAggregation update & collect timing If you see the logs, the `collect` happens before the `update metrics` ``` t.go:106: 2025-08-30 11:43:03.849 [debu] prometheusmetrics: update metrics t.go:106: 2025-08-30 11:43:03.850 [debu] prometheusmetrics: collect metrics t.go:106: 2025-08-30 11:43:03.850 [debu] prometheusmetrics: update metrics aggregator_test.go:201: Error Trace: /home/steven/go/src…",,closed; not_merged
19659,PR,fix: fix flake in TestPatchCancelWorkspaceBuild,workspace/agent lifecycle,"fix: fix flake in TestPatchCancelWorkspaceBuild Fixes: https://github.com/coder/internal/issues/925 fix: fix flake in TestPatchCancelWorkspaceBuild Fixes: https://github.com/coder/internal/issues/925 fix: fix flake in TestPatchCancelWorkspaceBuild Fixes: https://github.com/coder/internal/issues/925 coderd/workspacebuilds_test.go This fix smells funny. It's generally a problem when our API returns a 500, so we shouldn…",,closed; not_merged
19683,PR,test: fix TestCache_DeploymentStats flake,timing/eventual consistency,"…der/internal/issues/961 Likely the same deal as in #19599, the body of `require.Eventually` now fires immediately, when it used to fire after 250ms (the interval). Presumably, the deployment stats become ready before the vs code session count gets incremented. This was never an issue with the 250ms delay, as this flake has only cropped up after the testify version bump. We'll fix the issue by making it possible to wa…",#19683,closed; merged
19723,PR,ci(scripts/flakecheck): add AST-based flake detection for modified Go tests,database/transactions/migrations,…or N times with `go test -json` to detect flakes. - Default repeat count is 10; DB-friendly defaults: `-p 4 -parallel 4`. - Output is suppressed for stable tests; prints only flaky or broken selectors with fail counts. Exits non-zero on any flake or broken test. - Makefile: add `test-flakes` target which depends on `test-postgres-docker` ci(scripts/flakecheck): add AST-based flake detection for modified Go tests Summ…,,closed; not_merged
19931,PR,test: skip ProbeOK test until fixed to not flake,networking/proxy/websocket,"…p skip of flaky test: https://github.com/coder/internal/issues/957 enterprise/wsproxy/wsproxy_test.go * **#19931** <a href=""https://app.graphite.dev/github/pr/coder/coder/19931?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 <a href=""https://app.graphite.dev/github/pr/coder/coder/19931?utm_source=stack-com…",#19931,closed; merged
20033,PR,fix: fix flaky test in WorkspacePage.test.tsx,browser/e2e/playwright,fix: fix flaky test in WorkspacePage.test.tsx re-enabled the skipped test and tested locally. Passed 100 out of 100 times locally. resolves coder/internal#883 fix: fix flaky test in WorkspacePage.test.tsx re-enabled the skipped test and tested locally. Passed 100 out of 100 times locally. resolves coder/internal#883 fix: fix flaky test in WorkspacePage.test.tsx re-enabled the skipped test and tested locally. Passed 1…,#20033,closed; merged
20296,PR,chore: rework wsproxy mesh tests to avoid flakes,networking/proxy/websocket,chore: rework wsproxy mesh tests to avoid flakes - Attempts pings twice per replicasync callback in wsproxy - Reworks the test setup code to be more lenient and retry proxy registration on failure Closes coder/internal#957 chore: rework wsproxy mesh tests to avoid flakes - Attempts pings twice per replicasync callback in wsproxy - Reworks the test setup code to be more lenient and retry proxy registration on failure …,#20296,closed; merged
20368,PR,fix: replace blink with ci-flake-bot agent,unknown/needs manual read,fix: replace blink with ci-flake-bot agent Fixes: https://github.com/coder/security/issues/109 fix: replace blink with ci-flake-bot agent Fixes: https://github.com/coder/security/issues/109 fix: replace blink with ci-flake-bot agent Fixes: https://github.com/coder/security/issues/109 .github/workflows/ci.yaml .github/workflows/nightly-gauntlet.yaml,#20368,closed; merged
20379,PR,fix: replace ci-flake-bot app-id with slack's user id,unknown/needs manual read,"fix: replace ci-flake-bot app-id with slack's user id <!-- If you have used AI to produce some or all of this PR, please ensure you have read our [AI Contribution guidelines](https://coder.com/docs/about/contributing/AI_CONTRIBUTING) before submitting. --> fix: replace ci-flake-bot app-id with slack's user id <!-- If you have used AI to produce some or all of this PR, please ensure you have read our [AI Contribution …",#20379,closed; merged
20447,PR,test: fix flake in TestAgent_Metrics_SSH,timing/eventual consistency,"test: fix flake in TestAgent_Metrics_SSH Closes https://github.com/coder/internal/issues/921 The flake in the linked issue was caused by the startup script taking longer than 1 second in CI. The existing conditional, that the startup script duration was under a second, was incorrect; the correct conditional is that the metric exists with the `success` label set to `true`. test: fix flake in TestAgent_Metrics_SSH Clos…",#20447,closed; merged
20450,PR,test: fix flake in TestAgent_Metrics_SSH,networking/proxy/websocket,"…:. Flake seen here, though I couldn't replicate this locally, some CI exclusive networking issue. https://github.com/coder/coder/actions/runs/18770305895/job/53553517887?pr=20448 ``` agent_test.go:3619: Error Trace: /home/runner/work/coder/coder/agent/agent_test.go:3619 Error: Received unexpected error: expected 1, got 0.000000: github.com/coder/coder/v2/agent_test.TestAgent_Metrics_SSH.func7 /home/runner/work/coder/…",#20450,closed; merged
20648,PR,chore(coderd/provisionerdserver): address flake in TestServer_ExpirePrebuildsSessionToken,workspace/agent lifecycle,"chore(coderd/provisionerdserver): address flake in TestServer_ExpirePrebuildsSessionToken Addresses a flake seen locally by @mafredri: ``` panic: interface conversion: proto.isAcquiredJob_Type is nil, not *proto.AcquiredJob_WorkspaceBuild_ [recovered] panic: interface conversion: proto.isAcquiredJob_Type is nil, not *proto.AcquiredJob_WorkspaceBuild_ goroutine 77 [running]: testing.tRunner.func1.2({0x35ba440, 0xc000f…",#20648,closed; merged
20773,PR,test: fix flake in scaletest/workspaceupdates/TestRun,workspace/agent lifecycle,"…en the overhead of cancelling it, so that's what I've gone with here. scaletest/workspacebuild/run.go * **#20773** <a href=""https://app.graphite.com/github/pr/coder/coder/20773?utm_source=stack-comment-icon"" target=""_blank""><img src=""https://static.graphite.dev/graphite-32x32-black.png"" alt=""Graphite"" width=""10px"" height=""10px""/></a> 👈 <a href=""https://app.graphite.com/github/pr/coder/coder/20773?utm_source=stack-com…",#20773,closed; merged
20808,PR,fix(site): fix flaky Chromatic tests,browser/e2e/playwright,"fix(site): fix flaky Chromatic tests ## Problem The `OrgsSortedAlphabetically` test from `OrganizationSidebarView.stories.tsx` was failing on Chromatic. Test logic was attempting to verify organization sorting order programmatically. This was identified in the Chromatic build of PR: https://www.chromatic.com/build?appId=624de63c6aacee003aa84340&number=26015 After fixing this test, two additional tests started failing…",#20808,closed; merged
20975,PR,test: fix TestDescCacheTimestampUpdate flake,not-a-test-flake/nix-flake-or-maintenance,"test: fix TestDescCacheTimestampUpdate flake ## Problem `TestDescCacheTimestampUpdate` was flaky on Windows CI because `time.Now()` has ~15.6ms resolution, causing consecutive calls to return identical timestamps. ## Solution Inject `quartz.Clock` into `MetricsAggregator` using an options pattern, making the test deterministic by using a mock clock with explicit time advancement. ### Changes - Add `clock quartz.Clock…",,closed; merged
20990,PR,test: use toHaveValue() to avoid flaky parameter verification,browser/e2e/playwright,"… default and required parameters` was flaky because `verifyParameters` in `site/e2e/helpers.ts` didn't wait for input values to be populated before asserting. After PR #20710 removed classic parameters, the form now uses dynamic parameters loaded asynchronously via WebSocket. The input field can be visible before its value is populated. Closes https://github.com/coder/internal/issues/1154 ## Fix Replace immediate rea…",#20990,closed; merged
21059,PR,test(agent/agentcontainers): fix data race and flake in DuringUpWithContainerID test,concurrency/race,"test(agent/agentcontainers): fix data race and flake in DuringUpWithContainerID test The test had two issues: 1. Data race in fakeSubAgentClient: The test helper was accessed concurrently from the API's updater loop and from API.Close() without synchronization. Added a mutex to protect shared map and slice access. 2. Missing clock advance: After nowRecreateSuccessTrap fires, CreateDevcontainer still calls RefreshCont…",#21059,closed; merged
21228,PR,test(cli): fix flaky TestProvisioners_Golden,workspace/agent lifecycle,test(cli): fix flaky TestProvisioners_Golden Use a single base time with consistent offsets and ensure CreatedAt is set on all dbgen-created resources. Fixes coder/internal#449 test(cli): fix flaky TestProvisioners_Golden Use a single base time with consistent offsets and ensure CreatedAt is set on all dbgen-created resources. Fixes coder/internal#449 test(cli): fix flaky TestProvisioners_Golden Use a single base tim…,#21228,closed; merged
21230,PR,test(cli): attempt to fix TestGitSSH flake,platform/os-specific CI behavior,"…went wrong. Given our parallel test-suite, and that tests typically run slow on Windows, it seems reasonable that the context timed out due to a single context being responsbile for setup and two command executions. This change fixes the issue by updating the context usage, if this flake ever resurfaces, we can re-investigate. Fixes coder/internal#770 test(cli): attempt to fix TestGitSSH flake Since the failing test …",#21230,closed; merged
21231,PR,test(scaletest/workspacetraffic): fix test flake due to io.EOF on close,test isolation/order dependency,"…ive as there's an actual bug in `connectSSH` where closers are run in the wrong order. That _may_ be the cause, but there are some other branches as well that could potentially return `io.EOF`. Without a solid repro, though, this is speculative.",#21231,closed; merged
21233,PR,fix(coderd/database): sort template version variables and fix test flake,database/transactions/migrations,"fix(coderd/database): sort template version variables and fix test flake Previously the GetTemplateVersionVariables query did not sort output, relying on PostgreSQL on-disk ordering which is undeterministic. Variables are now sorted by name because there is no alternative for ordering. Tests were adjusted to accommodate the new ordering, previously they relied on data being written to disk in insert order. --- While …",#21233,closed; merged
21396,PR,test: use deterministic time to avoid time-based flake,timing/eventual consistency,test: use deterministic time to avoid time-based flake Fixes https://github.com/coder/internal/issues/1218 I managed to create a manual reproduction of the issue by slightly modifying the test to force `CreatedAt` to have the same value for multiple app status'. The fix works by using deterministic time for the test. test: use deterministic time to avoid time-based flake Fixes https://github.com/coder/internal/issues…,#21396,closed; merged
21416,PR,fix: adjust the TF version drift causing flakes,workspace/agent lifecycle,…es Fixes: https://github.com/coder/internal/issues/1172#issuecomment-3687019525 provisioner/terraform/testdata/version.txt,#21416,closed; merged
21619,PR,test(backedpipe): remove flaky ForceReconnect singleflight test,concurrency/race,"…estBackedPipe_DuplicateReconnectionPrevention` was a CI flake due to relying on goroutine scheduling around concurrent `ForceReconnect()` calls. Making it fully deterministic without changing production code would require `unsafe`/reflection-style introspection into `x/sync/singleflight` internals, which we consider unacceptable. This PR removes the flaky test (and its now-unused blocking reconnector helper). ## Test…",,closed; not_merged
21658,PR,ci: skip flaky test,unknown/needs manual read,ci: skip flaky test ci: skip flaky test ci: skip flaky test enterprise/cli/boundary_test.go,#21658,closed; merged
21660,PR,test: fix flaky boundary test,test isolation/order dependency,test: fix flaky boundary test Closes https://github.com/coder/internal/issues/1297 Rewrite `TestBoundarySubcommand` in a way similar to `TestPrebuildsCommand`. test: fix flaky boundary test Closes https://github.com/coder/internal/issues/1297 Rewrite `TestBoundarySubcommand` in a way similar to `TestPrebuildsCommand`. test: fix flaky boundary test Closes https://github.com/coder/internal/issues/1297 Rewrite `TestBoun…,#21660,closed; merged
21725,PR,test(cli): increase timeout in TestGitSSH to reduce flakes,platform/os-specific CI behavior,"…imeout in TestGitSSH to reduce flakes The test occasionally times out at 15s on Windows CI runners. Investigation of CI logs shows the HTTP request to the agent's gitsshkey endpoint never appears in server logs, suggesting it hangs before the request completes (possibly in connection setup, middleware, or database queries). Increase to 60s to reduce flake rate. Fixes coder/internal#770 test(cli): increase timeout in …",#21725,closed; merged
21745,PR,test: use explicit names in TestStartAutoUpdate to prevent flake,workspace/agent lifecycle,"…xplicit names in TestStartAutoUpdate to prevent flake The test was creating two template versions without explicit names, relying on `namesgenerator.NameDigitWith()` which can produce collisions. When both versions got the same random name, the test failed with a 409 Conflict error. Fix by giving each version an explicit name (`v1`, `v2`). Closes https://github.com/coder/internal/issues/1309 --- *Generated by [mux](h…",#21745,closed; merged
21792,PR,chore: fix flakiness in TestSSH/StdioExitOnParentDeath,networking/proxy/websocket,chore: fix flakiness in TestSSH/StdioExitOnParentDeath Relates to https://github.com/coder/internal/issues/1289 chore: fix flakiness in TestSSH/StdioExitOnParentDeath Relates to https://github.com/coder/internal/issues/1289 chore: fix flakiness in TestSSH/StdioExitOnParentDeath Relates to https://github.com/coder/internal/issues/1289 cli/ssh_test.go,#21792,closed; merged
21834,PR,ci: split lint-actions into separate job to reduce flakes,networking/proxy/websocket,"…o reduce flakes ## Summary The `lint/actions/zizmor` target flakes in CI due to network connectivity issues when running on depot runners (https://github.com/coder/internal/issues/1233). The zizmor tool needs to reach GitHub's API but intermittently fails with ""Connection refused"" errors. ## Changes - Creates a new `lint-actions` CI job that only runs when `.github/**` files are touched (using existing `ci` filter) -…",#21834,closed; merged
21854,PR,test: fix flakiness around tar block size in test,workspace/agent lifecycle,…es Closes https://github.com/coder/internal/issues/1324#issuecomment-3836984358 provisioner/terraform/modules_internal_test.go,#21854,closed; merged
21874,PR,fix: use `os.Pipe` implementation for Windows CLI tests to reduce flakiness,platform/os-specific CI behavior,"fix: use `os.Pipe` implementation for Windows CLI tests to reduce flakiness On Windows, `pty.New()` was creating a `ConPTY` (`PseudoConsole`) even when no process would be attached. `ConPTY` requires a real process to function correctly - without one, the pipe handles become invalid intermittently, causing flaky test failures like `read |0: The handle is invalid.` This affected tests using the `ptytest.New()` + `Atta…",#21874,closed; merged
21897,PR,test: drop windows for TestGetModulesArchive due to flakiness,platform/os-specific CI behavior,test: drop windows for TestGetModulesArchive due to flakiness Coder is run in a linux container almost always anyway Closes https://github.com/coder/internal/issues/1325 test: drop windows for TestGetModulesArchive due to flakiness Coder is run in a linux container almost always anyway Closes https://github.com/coder/internal/issues/1325 test: drop windows for TestGetModulesArchive due to flakiness Coder is run in a …,#21897,closed; merged
21981,PR,chore: fix pty-max-limit flake,timing/eventual consistency,"…rately manage the same resources. If, as this PR is designed, we are willing to wait up to 30s to obtain a PTY if one is not immediately available, why not just retry with a short backoff (e.g. 1s)? @spikecurtis This approach was originally introduced by you and @mafredri : https://github.com/coder/internal/issues/558#issuecomment-2857260671 But I agree with both points. `why not just retry with a short backoff (e.g.…",,closed; not_merged
22147,PR,chore: fix pty-max-limit flake,platform/os-specific CI behavior,"… I couldn’t find any other failures in Datadog). ## Fix PTY exhaustion flake on macOS CI ### Problem macOS CI runners were experiencing PTY exhaustion during test runs, causing flakes. The default PTY limit on macOS is 511, which can be insufficient when running parallel tests. ### Solution Added a CI step to increase the PTY limit on macOS runners from the default 511 to the maximum allowed value of 999 before runni…",#22147,closed; merged
22412,PR,flake: increase test timeout for TemplateVersionEditorPage tests,browser/e2e/playwright,"… tests TemplateVersionEditorPage tests have been flaking since I ported them to vitest in 99a4ecd. Turns out our test timeout on jest is 20s (presumably for these sorts of page-level journey tests). I kinda like the current 5s timeout as it forces us to write speedy tests, but I think in this case it's unavoidable and makes sense to lengthen the timeout just for these tests. Hopefully fixes coder/internal#1369 You ma…",#22412,closed; merged
22413,PR,fix(e2e): fix flaky verifyParameters assertion in updateWorkspace test,browser/e2e/playwright,"fix(e2e): fix flaky verifyParameters assertion in updateWorkspace test ## Problem The `update workspace, new required, mutable parameter added` e2e test has been flaking consistently ([internal#1328](https://github.com/coder/internal/issues/1328)). The error: ``` Error: Timed out 5000ms waiting for expect(locator).toHaveValue(expected) Locator: getByTestId('parameter-field-Sixth parameter').locator('input') Expected …",#22413,closed; merged
22491,PR,test(cli): fix flaky TestProvisioners_Golden,workspace/agent lifecycle,test(cli): fix flaky TestProvisioners_Golden `now := dbtime.Now()` used for synthetic test data can land before the real jobs' DB-assigned `CreatedAt` when NTP steps the clock backwards. This shifts UUID index assignments in `updateReplaceUUIDs` and breaks golden file comparisons. Confirmed via [CI logs](https://github.com/coder/coder/actions/runs/22529771802) showing a ~1.9s clock regression on macOS during `complet…,#22491,closed; merged
22557,PR,flake: verify parameters in parallel in e2e tests,browser/e2e/playwright,"flake: verify parameters in parallel in e2e tests This is an attempt to address coder/internal#1154 Tests appear to fail often on `verifyParameters`, which asserts input visibility and value in series for all expected parameters. This change makes the same assertions in parallel, hopefully completing before timeout. flake: verify parameters in parallel in e2e tests This is an attempt to address coder/internal#1154 Te…",#22557,closed; merged
22569,PR,flake: add page event logging to e2e tests,browser/e2e/playwright,"flake: add page event logging to e2e tests I'm having a hard time reproducing [this Heisenbug](https://github.com/coder/internal/issues/1154) in PR CI, but it seems to happen pretty often on main, so I would like to add some logging for a few more page events to the ones we already have. Also please forgive the branch name, it was named many iterations and experiments ago 🍃 flake: add page event logging to e2e tests …",#22569,closed; merged
22639,PR,fix(coderd): fix flaky TestGetUserStatusCounts timezone boundary,timing/eventual consistency,"…tes its date range using the requested timezone/offset: ```go nextHourInLoc = dbtime.Now().Truncate(time.Hour).Add(time.Hour).In(loc) sixtyDaysAgo = dbtime.StartOfDay(nextHourInLoc).AddDate(0, 0, -60) ``` When the UTC time of day is earlier than the timezone offset (e.g. UTC 01:30 with offset `-2` means local time is 23:30 previous day), `StartOfDay(nextHourInLoc)` rounds forward to start-of-today in the target timez…",#22639,closed; merged
22654,PR,chore(cli): fix flaky temporal assertion in TestTokens,timing/eventual consistency,chore(cli): fix flaky temporal assertion in TestTokens Fixes https://github.com/coder/internal/issues/1379 chore(cli): fix flaky temporal assertion in TestTokens Fixes https://github.com/coder/internal/issues/1379 chore(cli): fix flaky temporal assertion in TestTokens Fixes https://github.com/coder/internal/issues/1379 cli/tokens_test.go,#22654,closed; merged
22740,PR,fix(site): fix flaky TemplateVariablesPage submit test,timing/eventual consistency,"…e submit test ## Root Cause The `createAndBuildTemplateVersion` mutation calls `waitBuildToBeFinished`, which polls `getTemplateVersion` behind a real `delay()` call: ```ts await delay(jobStatus === ""pending"" ? 250 : 1000); ``` On the first iteration, `jobStatus` is `undefined` (not `""pending""`), so the delay is **1000 ms**. The `waitFor` assertion in the test uses the default `@testing-library` timeout, which is als…",#22740,closed; merged
22883,PR,test(cli): fix flaky TestGitSSH/Local_SSH_Keys on Windows CI,resource exhaustion/timeout,"…indows CI The `TestGitSSH/Local_SSH_Keys` test was flaking on Windows CI with a context deadline exceeded error when calling `client.GitSSHKey(ctx)`. Two issues contributed to the flake: 1. `prepareTestGitSSH` called `coderdtest.AwaitWorkspaceAgents` without passing the caller's context. This created a separate internal 25s timeout, wasting time budget independently of the setup context. Changed to use `NewWorkspaceA…",#22883,closed; merged
22893,PR,fix(chatd): fix flaky TestCloseDuringShutdownContextCanceledShouldRetryOnNewReplica,concurrency/race,fix(chatd): fix flaky TestCloseDuringShutdownContextCanceledShouldRetryOnNewReplica Fixes https://github.com/coder/internal/issues/1371 ## Root causes Two independent races cause this test to flake at ~2–3/1000: ### 1. Title-generation requests racing with the streaming request counter `maybeGenerateChatTitle` fires in a `context.WithoutCancel` goroutine (line 2130) and makes a **non-streaming** request to the mock O…,#22893,closed; merged
22910,PR,fix: increase migration lock timeout to prevent flaky parallel test,database/transactions/migrations,fix: increase migration lock timeout to prevent flaky parallel test ## Problem `TestMigrate/Parallel` flakes with: ``` timeout: can't acquire database lock ``` ## Root Cause The test runs two concurrent `migrations.Up(db)` calls on the same database. golang-migrate wraps every `Lock()` call with a [15-second timeout](https://github.com/golang-migrate/migrate/blob/v4.19.0/migrate.go#L29) (`DefaultLockTimeout`). Our `p…,#22910,closed; merged
23147,PR,fix(cored): fix flaky TestInterruptAutoPromotionIgnoresLaterUsageLimitIncrease,database/transactions/migrations,…t_queued_messages` (the auto-promotion requires multiple goroutine switches and DB transactions that cannot complete between two consecutive synchronous calls). The `len(existingQueued) > 0` condition reliably triggers queueing regardless of chat status. Passes 25/25 with `-count=25`. fix(cored): fix flaky TestInterruptAutoPromotionIgnoresLaterUsageLimitIncrease Fixes https://github.com/coder/internal/issues/1406 ## …,#23147,closed; merged
23375,PR,fix: resolve flaky TestAgent_Session_TTY_MOTD_Update,concurrency/race,"…te ## Problem `TestAgent_Session_TTY_MOTD_Update` flakes intermittently under `-race` in CI ([coder/internal#1417](https://github.com/coder/internal/issues/1417)). Failing subtests show `(unknown)` duration, meaning the test binary was killed by timeout. No race detector warnings or assertion failures were captured. ## Root Cause The test used a 5ms `ServiceBannerRefreshInterval`, which under the race detector (~10x …",#23375,closed; merged
23416,PR,fix(site): fix flaky UsageUserDrillIn story assertion,browser/e2e/playwright,"…sageUserDrillIn` play function in `AgentSettingsPageView.stories.tsx` flakes in Chromatic (noticed in #23282). After clicking a user row to drill into the detail view, sync assertions fire before React finishes the state transition — element not found. <img width=""1110"" height=""649"" alt=""image"" src=""https://github.com/user-attachments/assets/8b5c36c2-09c4-4dd6-a280-ab6379c1464e"" /> ### Root cause The play function cl…",#23416,closed; merged
23448,PR,fix(coderd/x/chatd): stabilize auto-promotion flake,timing/eventual consistency,"…InterruptAutoPromotionIgnoresLaterUsageLimitIncrease still relied on wall-clock polling after the acquire loop moved to a mock clock, so it could assert before chatd finished its asynchronous cleanup and auto-promotion work. Wait on explicit request-start signals and on the server's in-flight chat work before asserting the intermediate and final database state. This keeps the test synchronized with the actual process…",#23448,closed; merged
23655,PR,fix(site/e2e): fix flaky updateTemplate test expecting transient URL,timing/eventual consistency,"…er's index route (`<Navigate to=""docs"" replace />`). The assertion used `expect.poll()` with `toHavePathNameEndingWith(`/${name}`)`, which matches only the **transient intermediate URL** — it only exists while `Temp fix(site/e2e): fix flaky updateTemplate test expecting transient URL _PR generated by Mux but reviewed by a human_ ## Problem The e2e test `template update with new name redirects on successful submit` is…",#23655,closed; merged
23681,PR,fix(site): fix StreamingCodeFence storybook flake,browser/e2e/playwright,"fix(site): fix StreamingCodeFence storybook flake > 🤖 This PR was written by Coder Agent on behalf of Danielle Maywood 🤖 The `StreamingCodeFence` play test used `findByText` to look for text inside a `<diffs-container>` web component whose content lives in Shadow DOM. `testing-library` queries can't reach into Shadow DOM, so the assertion timed out non-deterministically. Switches to `querySelector` for the web compon…",#23681,closed; merged
23762,PR,test(coderd/x/chatd): avoid zero-ttl config cache flake,concurrency/race,"…gative TTL keeps the bounded `tlru` cache behavior while removing the same-tick race. Close https://github.com/coder/internal/issues/1431 test(coderd/x/chatd): avoid zero-ttl config cache flake This fixes a flaky `TestConfigCache_UserPrompt_ExpiredEntryRefetches` by making the seeded user prompt entry unambiguously expired before the cache lookup runs. The test previously inserted a `tlru` entry with a zero TTL, whic…",#23762,closed; merged
23816,PR,fix: stabilize flaky chatd subscribe/promote queued tests,timing/eventual consistency,"…diately. Even though `newTestServer` sets `PendingChatAcquireInterval: testutil.WaitLong` to prevent ticker-based polling, the wake channel bypasses this. This causes `processOnce` to acquire and process the chat concurrently with the fix: stabilize flaky chatd subscribe/promote queued tests ## Summary Fixes three flaky chatd tests that intermittently fail due to timing races with the background run loop. Closes code…",#23816,closed; merged
